성별,생일,결혼유무,종교유무,직업코드,소득,지역코드,나이,직업,연령대
남성,1966,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,34,작물재배 종사자,중년
여성,1962,결혼,있음,941.0,20.0,광주/전남/전북/제주도,38,청소원 및 환경 미화원,중년
남성,1975,이혼,없음,630.0,241.61901596892534,광주/전남/전북/제주도,25,어업관련 종사자,청년
여성,1952,무응답,있음,611.0,241.61901596892534,광주/전남/전북/제주도,48,작물재배 종사자,중년
남성,1974,결혼,없음,910.0,220.0,광주/전남/전북/제주도,26,건설 및 광업 단순 종사원,청년
여성,1988,결혼,있음,991.0,70.0,광주/전남/전북/제주도,12,농립어업관련 단순 종사원,청년
남성,1935,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,65,작물재배 종사자,노년
여성,1936,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,64,작물재배 종사자,노년
남성,1935,결혼,없음,941.0,20.0,광주/전남/전북/제주도,65,청소원 및 환경 미화원,노년
여성,1962,이혼,없음,441.0,241.61901596892534,광주/전남/전북/제주도,38,주방장 및 조리사,중년
남성,1968,결혼,없음,411.0,519.7,광주/전남/전북/제주도,32,경찰 소방 및 교도 관련 종사자,중년
남성,1952,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,48,작물재배 종사자,중년
여성,1958,결혼,없음,421.0,80.0,광주/전남/전북/제주도,42,의료 복지 관련 서비스 종사자,중년
남성,1974,결혼,있음,245.0,273.0,광주/전남/전북/제주도,26,치료사 및 의료기사,청년
남성,1943,결혼,없음,941.0,20.0,광주/전남/전북/제주도,57,청소원 및 환경 미화원,중년
남성,1976,결혼,없음,753.0,331.6,광주/전남/전북/제주도,24,기계장비 설치 및 정비원,청년
여성,1955,무응답,있음,991.0,241.61901596892534,광주/전남/전북/제주도,45,농립어업관련 단순 종사원,중년
남성,1964,결혼,있음,921.0,320.0,광주/전남/전북/제주도,36,하역 및 적재 단순 종사원,중년
여성,1971,결혼,없음,930.0,170.8,광주/전남/전북/제주도,29,제조관련 단순 종사원,청년
남성,1953,결혼,없음,521.0,241.61901596892534,광주/전남/전북/제주도,47,매장 판매 종사자,중년
여성,1960,결혼,없음,521.0,241.61901596892534,광주/전남/전북/제주도,40,매장 판매 종사자,중년
여성,1981,결혼,없음,152.0,241.61901596892534,광주/전남/전북/제주도,19,고객서비스 관리자,청년
여성,1984,결혼,없음,951.0,150.0,수도권,16,가사 및 육아 도우미,청년
남성,1981,결혼,없음,231.0,262.5,광주/전남/전북/제주도,19,건축 및 토목 공학 기술자 및 시험원,청년
남성,1983,결혼,없음,941.0,227.0,수도권,17,청소원 및 환경 미화원,청년
남성,1946,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,54,작물재배 종사자,중년
여성,1954,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,46,작물재배 종사자,중년
남성,1956,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,44,작물재배 종사자,중년
남성,1967,결혼,있음,922.0,178.0,광주/전남/전북/제주도,33,배달원,중년
여성,1971,결혼,있음,953.0,152.0,광주/전남/전북/제주도,29,판매관련 단순 종사원,청년
남성,1966,결혼,없음,312.0,426.7,광주/전남/전북/제주도,34,경영관련 사무원,중년
여성,1972,결혼,없음,246.0,135.0,광주/전남/전북/제주도,28,보건의료관련 종사자,청년
여성,1968,무응답,없음,441.0,178.7,광주/전남/전북/제주도,32,주방장 및 조리사,중년
여성,1996,무응답,없음,314.0,153.3,광주/전남/전북/제주도,4,비서 및 사무 보조원,청년
남성,1979,이혼,있음,521.0,241.61901596892534,광주/전남/전북/제주도,21,매장 판매 종사자,청년
여성,1951,무응답,있음,991.0,82.0,광주/전남/전북/제주도,49,농립어업관련 단순 종사원,중년
남성,1964,결혼,있음,431.0,241.61901596892534,광주/전남/전북/제주도,36,운송 서비스 종사자,중년
남성,1971,결혼,없음,311.0,333.3,광주/전남/전북/제주도,29,행정 사무원,청년
여성,1975,결혼,없음,313.0,184.2,광주/전남/전북/제주도,25,회계 및 경리 사무원,청년
여성,1985,결혼,있음,313.0,140.0,광주/전남/전북/제주도,15,회계 및 경리 사무원,청년
남성,1982,결혼,있음,243.0,333.3,광주/전남/전북/제주도,18,간호사,청년
여성,1971,결혼,있음,441.0,135.0,광주/전남/전북/제주도,29,주방장 및 조리사,청년
남성,1969,결혼,없음,953.0,160.0,광주/전남/전북/제주도,31,판매관련 단순 종사원,중년
여성,1961,결혼,있음,312.0,506.7,광주/전남/전북/제주도,39,경영관련 사무원,중년
남성,1939,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,61,작물재배 종사자,노년
여성,1944,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,56,작물재배 종사자,중년
남성,1980,결혼,없음,873.0,325.3,광주/전남/전북/제주도,20,자동차 운전원,청년
남성,1940,결혼,없음,941.0,20.0,광주/전남/전북/제주도,60,청소원 및 환경 미화원,노년
여성,1948,결혼,없음,941.0,0.6,광주/전남/전북/제주도,52,청소원 및 환경 미화원,중년
남성,1974,무응답,없음,921.0,200.0,광주/전남/전북/제주도,26,하역 및 적재 단순 종사원,청년
여성,1937,무응답,없음,941.0,20.0,광주/전남/전북/제주도,63,청소원 및 환경 미화원,노년
여성,1994,무응답,있음,930.0,200.0,대전/충남,6,제조관련 단순 종사원,청년
남성,1961,결혼,있음,152.0,241.6,광주/전남/전북/제주도,39,고객서비스 관리자,중년
여성,1960,결혼,있음,442.0,241.61901596892534,광주/전남/전북/제주도,40,음식서비스 종사자,중년
여성,1958,결혼,없음,930.0,120.0,광주/전남/전북/제주도,42,제조관련 단순 종사원,중년
여성,1948,무응답,있음,941.0,60.0,광주/전남/전북/제주도,52,청소원 및 환경 미화원,중년
남성,1949,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,51,작물재배 종사자,중년
여성,1955,결혼,없음,941.0,72.7,광주/전남/전북/제주도,45,청소원 및 환경 미화원,중년
여성,1936,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,64,작물재배 종사자,노년
여성,1939,무응답,없음,941.0,20.0,광주/전남/전북/제주도,61,청소원 및 환경 미화원,노년
여성,1954,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,46,작물재배 종사자,중년
남성,1954,이혼,없음,941.0,241.61901596892534,광주/전남/전북/제주도,46,청소원 및 환경 미화원,중년
여성,1929,결혼,있음,530.0,20.0,광주/전남/전북/제주도,71,방문 노점 및 통신 판매 관련 종사자,노년
남성,1940,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
여성,1940,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
남성,1938,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,62,작물재배 종사자,노년
여성,1944,결혼,없음,930.0,34.5,광주/전남/전북/제주도,56,제조관련 단순 종사원,중년
남성,1945,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,55,작물재배 종사자,중년
여성,1954,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,46,작물재배 종사자,중년
여성,1944,무응답,없음,710.0,241.61901596892534,광주/전남/전북/제주도,56,식품가공관련 기능 종사자,중년
남성,1955,결혼,없음,630.0,241.61901596892534,광주/전남/전북/제주도,45,어업관련 종사자,중년
여성,1962,결혼,없음,630.0,241.61901596892534,광주/전남/전북/제주도,38,어업관련 종사자,중년
남성,1986,무응답,없음,630.0,241.61901596892534,광주/전남/전북/제주도,14,어업관련 종사자,청년
여성,1988,무응답,없음,930.0,201.6,광주/전남/전북/제주도,12,제조관련 단순 종사원,청년
남성,1983,결혼,없음,312.0,206.6,광주/전남/전북/제주도,17,경영관련 사무원,청년
남성,1941,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,59,작물재배 종사자,중년
여성,1951,결혼,없음,991.0,241.61901596892534,광주/전남/전북/제주도,49,농립어업관련 단순 종사원,중년
남성,1947,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,53,작물재배 종사자,중년
여성,1958,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,42,작물재배 종사자,중년
남성,1970,무응답,없음,630.0,241.61901596892534,광주/전남/전북/제주도,30,어업관련 종사자,중년
여성,1946,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,54,작물재배 종사자,중년
여성,1939,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,61,작물재배 종사자,노년
남성,1939,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,61,작물재배 종사자,노년
여성,1941,결혼,없음,930.0,241.61901596892534,광주/전남/전북/제주도,59,제조관련 단순 종사원,중년
남성,1938,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,62,작물재배 종사자,노년
여성,1941,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,59,작물재배 종사자,중년
남성,1937,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,63,작물재배 종사자,노년
여성,1940,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
남성,1936,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,64,작물재배 종사자,노년
여성,1941,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,59,작물재배 종사자,중년
여성,1944,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,56,작물재배 종사자,중년
여성,1941,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,59,작물재배 종사자,중년
여성,1941,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,59,작물재배 종사자,중년
남성,1960,결혼,없음,272.0,1208.0,대구/경북,40,금융 및 보험 전문가,중년
여성,1961,결혼,없음,252.0,1000.0,대구/경북,39,학교 교사,중년
남성,1963,결혼,있음,141.0,341.0,대구/경북,37,건설 전기 및 생산 관련 관리자,중년
여성,1965,결혼,있음,314.0,227.0,대구/경북,35,비서 및 사무 보조원,중년
남성,1968,결혼,있음,771.0,241.61901596892534,대구/경북,32,건설구조관련 기능 종사자,중년
남성,1965,결혼,있음,234.0,241.61901596892534,대구/경북,35,환경공학 기술자 및 시험원,중년
여성,1965,결혼,있음,252.0,550.8,대구/경북,35,학교 교사,중년
여성,1951,무응답,없음,421.0,45.0,대구/경북,49,의료 복지 관련 서비스 종사자,중년
남성,1979,무응답,없음,743.0,276.6,대구/경북,21,용접원,청년
남성,1970,이혼,없음,521.0,290.0,대구/경북,30,매장 판매 종사자,중년
남성,1969,결혼,없음,521.0,241.61901596892534,대구/경북,31,매장 판매 종사자,중년
여성,1981,결혼,없음,441.0,191.4,대구/경북,19,주방장 및 조리사,청년
남성,1972,결혼,있음,851.0,254.6,대구/경북,28,금속공작기계 조작원,청년
남성,1977,무응답,없음,521.0,198.0,대구/경북,23,매장 판매 종사자,청년
남성,1955,결혼,없음,312.0,298.0,대구/경북,45,경영관련 사무원,중년
여성,1956,결혼,없음,611.0,241.61901596892534,대구/경북,44,작물재배 종사자,중년
여성,1977,결혼,없음,253.0,92.2,대구/경북,23,유치원 교사,청년
남성,1983,무응답,없음,930.0,241.61901596892534,대구/경북,17,제조관련 단순 종사원,청년
남성,1977,결혼,없음,311.0,268.0,대구/경북,23,행정 사무원,청년
여성,1954,결혼,없음,941.0,70.0,대구/경북,46,청소원 및 환경 미화원,중년
남성,1972,결혼,있음,151.0,241.61901596892534,대구/경북,28,판매 및 운송 관리자,청년
여성,1978,결혼,있음,521.0,241.61901596892534,대구/경북,22,매장 판매 종사자,청년
남성,1941,결혼,있음,245.0,241.61901596892534,대구/경북,59,치료사 및 의료기사,중년
여성,1945,무응답,있음,611.0,241.61901596892534,대구/경북,55,작물재배 종사자,중년
여성,1960,이혼,있음,441.0,190.9,대구/경북,40,주방장 및 조리사,중년
남성,1975,결혼,없음,149.0,260.0,대구/경북,25,기타 건설 전기 및 생산 관련 관리자,청년
여성,1977,결혼,없음,753.0,210.0,대구/경북,23,기계장비 설치 및 정비원,청년
남성,1972,결혼,없음,239.0,510.0,대구/경북,28,기타 공학 전문가 및 관련 종사자,청년
남성,1967,결혼,있음,149.0,750.0,수도권,33,기타 건설 전기 및 생산 관련 관리자,중년
남성,1976,결혼,없음,874.0,241.61901596892534,대구/경북,24,물품이동 장비 조작원,청년
남성,1978,결혼,없음,852.0,158.3,대구/경북,22,냉 난방 관련 설비 조작원,청년
남성,1968,결혼,있음,312.0,430.0,대구/경북,32,경영관련 사무원,중년
여성,1973,결혼,있음,247.0,180.0,대구/경북,27,사회복지관련 종사자,청년
남성,1968,결혼,없음,873.0,241.61901596892534,대구/경북,32,자동차 운전원,중년
여성,1972,결혼,없음,313.0,174.2,대구/경북,28,회계 및 경리 사무원,청년
남성,1951,결혼,있음,613.0,241.61901596892534,대구/경북,49,축산 및 사육 관련 종사자,중년
남성,1982,결혼,없음,222.0,435.0,대전/충남,18,정보시스템 개발 전문가,청년
여성,1958,결혼,있음,942.0,170.2,대구/경북,42,경비원 및 검표원,중년
남성,1983,결혼,없음,510.0,367.0,수도권,17,영업 종사자,청년
남성,1969,결혼,없음,753.0,262.0,대구/경북,31,기계장비 설치 및 정비원,중년
남성,1954,결혼,있음,773.0,241.61901596892534,대구/경북,46,건축마감관련 기능 종사자,중년
여성,1959,결혼,있음,999.0,90.0,대구/경북,41,기타 서비스관련 단순 종사원,중년
남성,1982,무응답,없음,312.0,130.0,대구/경북,18,경영관련 사무원,청년
남성,1962,이혼,있음,873.0,265.0,대구/경북,38,자동차 운전원,중년
